,Event Action,Country Code (URL),Total Events,Unique Events,Event Value,Avg. Value,new
741,progMembInvtComplete,HK,179,156,0,0.0,True
208,legacyDistColdView,HU,2184,1256,0,0.0,True
442,legacyDistColdIntent,HU,642,530,0,0.0,True
435,legacyDistColdSubmit,HU,661,413,0,0.0,True
591,legacyDistColdVerify,HU,356,323,0,0.0,True
603,legacyDistColdComplete,HU,337,330,0,0.0,True
399,legacyCustColdView,HU,775,539,0,0.0,True
690,legacyCustColdSubmit,HU,227,158,0,0.0,True
915,legacyCustColdVerify,HU,69,69,0,0.0,True
924,legacyCustColdComplete,HU,62,62,0,0.0,True
746,legacyMembColdView,HU,175,87,0,0.0,True
974,legacyMembColdIntent,HU,39,28,0,0.0,True
988,legacyMembColdSubmit,HU,35,22,0,0.0,True
1085,legacyMembColdVerify,HU,14,11,0,0.0,True
1094,legacyMembColdComplete,HU,13,11,0,0.0,True
53,legacyDistInvtView,HU,7050,3607,0,0.0,True
184,legacyDistInvtIntent,HU,2496,1888,0,0.0,True
194,legacyDistInvtSubmit,HU,2362,1290,0,0.0,True
311,legacyDistInvtVerify,HU,1138,1046,0,0.0,True
337,legacyDistInvtComplete,HU,1024,1020,0,0.0,True
719,legacyCustInvtView,HU,200,136,0,0.0,True
959,legacyCustInvtSubmit,HU,47,42,0,0.0,True
983,legacyCustInvtVerify,HU,36,36,0,0.0,True
990,legacyCustInvtComplete,HU,34,34,0,0.0,True
266,legacyMembInvtView,HU,1567,888,0,0.0,True
463,legacyMembInvtIntent,HU,583,479,0,0.0,True
458,legacyMembInvtSubmit,HU,591,395,0,0.0,True
573,legacyMembInvtVerify,HU,374,351,0,0.0,True
579,legacyMembInvtComplete,HU,365,354,0,0.0,True
297,poCustColdView,HU,1235,967,0,0.0,True
374,poCustColdComplete,HU,872,787,0,0.0,True
2,legacyDistColdView,ID,32824,16668,0,0.0,True
13,legacyDistColdIntent,ID,18179,12908,0,0.0,True
12,legacyDistColdSubmit,ID,18248,12210,0,0.0,True
17,legacyDistColdVerify,ID,15399,11860,0,0.0,True
22,legacyDistColdComplete,ID,13613,11940,0,0.0,True
304,legacyDistInvtView,ID,1193,706,0,0.0,True
617,legacyDistInvtIntent,ID,319,237,0,0.0,True
584,legacyDistInvtSubmit,ID,361,191,0,0.0,True
695,legacyDistInvtVerify,ID,223,167,0,0.0,True
736,legacyDistInvtComplete,ID,183,164,0,0.0,True
146,simpDistColdView,ID,3111,2141,0,0.0,True
214,simpDistColdIntent,ID,2049,1526,0,0.0,True
210,simpDistColdFindAff,ID,2129,1379,0,0.0,True
234,simpDistColdNextBttn,ID,1795,1350,0,0.0,True
251,simpDistColdFormStart,ID,1675,1256,0,0.0,True
300,simpDistColdComplete,ID,1224,991,0,0.0,True
1230,simpDistInvtLanding,ID,2,1,0,0.0,True
1227,simpDistInvtAccept,ID,2,1,0,0.0,True
1201,simpDistInvtView,ID,3,1,0,0.0,True
1276,simpDistInvtIntent,ID,1,1,0,0.0,True
1232,simpDistInvtSubmit,ID,2,1,0,0.0,True
486,simpDistInvtError,ID,517,209,0,0.0,True
1261,progDistColdComplete,ID,1,1,0,0.0,True
475,legacyDistColdView,IE,539,297,0,0.0,True
781,legacyDistColdIntent,IE,147,114,0,0.0,True
766,legacyDistColdSubmit,IE,156,93,0,0.0,True
899,legacyDistColdVerify,IE,79,76,0,0.0,True
885,legacyDistColdComplete,IE,84,84,0,0.0,True
653,legacyCustColdView,IE,261,130,0,0.0,True
812,legacyCustColdSubmit,IE,134,59,0,0.0,True
1016,legacyCustColdVerify,IE,28,26,0,0.0,True
1046,legacyCustColdComplete,IE,21,21,0,0.0,True
377,legacyDistInvtView,IE,862,430,0,0.0,True
652,legacyDistInvtIntent,IE,263,197,0,0.0,True
625,legacyDistInvtSubmit,IE,304,159,0,0.0,True
813,legacyDistInvtVerify,IE,134,128,0,0.0,True
796,legacyDistInvtComplete,IE,140,136,0,0.0,True
1049,legacyCustInvtView,IE,21,16,0,0.0,True
1170,legacyCustInvtSubmit,IE,4,2,0,0.0,True
1243,legacyCustInvtVerify,IE,1,1,0,0.0,True
1205,legacyCustInvtComplete,IE,2,2,0,0.0,True
610,legacyMembInvtView,IE,326,174,0,0.0,True
845,legacyMembInvtIntent,IE,101,75,0,0.0,True
835,legacyMembInvtSubmit,IE,111,60,0,0.0,True
935,legacyMembInvtVerify,IE,58,57,0,0.0,True
949,legacyMembInvtComplete,IE,53,52,0,0.0,True
489,poCustColdView,IE,513,413,0,0.0,True
596,poCustColdComplete,IE,350,331,0,0.0,True
640,legacyDistColdView,IL,280,144,0,0.0,True
976,legacyDistColdIntent,IL,38,29,0,0.0,True
921,legacyDistColdSubmit,IL,64,29,0,0.0,True
1055,legacyDistColdVerify,IL,20,14,0,0.0,True
1114,legacyDistColdComplete,IL,10,10,0,0.0,True
643,legacyCustColdView,IL,274,108,0,0.0,True
821,legacyCustColdSubmit,IL,126,39,0,0.0,True
1120,legacyCustColdVerify,IL,9,9,0,0.0,True
1130,legacyCustColdComplete,IL,8,8,0,0.0,True
616,legacyDistInvtView,IL,320,150,0,0.0,True
944,legacyDistInvtIntent,IL,56,43,0,0.0,True
856,legacyDistInvtSubmit,IL,97,33,0,0.0,True
1012,legacyDistInvtVerify,IL,30,25,0,0.0,True
1045,legacyDistInvtComplete,IL,22,22,0,0.0,True
917,legacyCustInvtView,IL,68,37,0,0.0,True
1023,legacyCustInvtSubmit,IL,26,9,0,0.0,True
1161,legacyCustInvtVerify,IL,5,5,0,0.0,True
1150,legacyCustInvtComplete,IL,6,6,0,0.0,True
886,legacyMembInvtView,IL,84,36,0,0.0,True
1068,legacyMembInvtIntent,IL,18,15,0,0.0,True
999,legacyMembInvtSubmit,IL,33,17,0,0.0,True
1098,legacyMembInvtVerify,IL,13,9,0,0.0,True
1141,legacyMembInvtComplete,IL,7,7,0,0.0,True
866,poCustColdView,IL,91,75,0,0.0,True
930,poCustColdComplete,IL,60,56,0,0.0,True
855,legacyDistColdView,IS,97,64,0,0.0,True
987,legacyDistColdIntent,IS,35,31,0,0.0,True
1036,legacyDistColdSubmit,IS,24,19,0,0.0,True
1031,legacyDistColdVerify,IS,25,24,0,0.0,True
1025,legacyDistColdComplete,IS,26,26,0,0.0,True
937,legacyCustColdView,IS,57,42,0,0.0,True
1062,legacyCustColdSubmit,IS,19,14,0,0.0,True
1137,legacyCustColdVerify,IS,7,7,0,0.0,True
1149,legacyCustColdComplete,IS,6,6,0,0.0,True
844,legacyMembColdView,IS,102,70,0,0.0,True
1096,legacyMembColdIntent,IS,13,11,0,0.0,True
1194,legacyMembColdSubmit,IS,3,2,0,0.0,True
547,legacyDistInvtView,IS,404,256,0,0.0,True
782,legacyDistInvtIntent,IS,147,121,0,0.0,True
817,legacyDistInvtSubmit,IS,130,89,0,0.0,True
873,legacyDistInvtVerify,IS,89,83,0,0.0,True
859,legacyDistInvtComplete,IS,95,91,0,0.0,True
1084,legacyCustInvtView,IS,14,7,0,0.0,True
1206,legacyCustInvtSubmit,IS,2,2,0,0.0,True
1238,legacyCustInvtComplete,IS,1,1,0,0.0,True
903,legacyMembInvtView,IS,75,35,0,0.0,True
1057,legacyMembInvtIntent,IS,20,16,0,0.0,True
1058,legacyMembInvtSubmit,IS,20,15,0,0.0,True
1103,legacyMembInvtVerify,IS,12,12,0,0.0,True
1133,legacyMembInvtComplete,IS,8,8,0,0.0,True
842,poCustColdView,IS,103,95,0,0.0,True
906,poCustColdComplete,IS,74,72,0,0.0,True
286,legacyDistColdView,IT,1344,714,0,0.0,True
582,legacyDistColdIntent,IT,361,260,0,0.0,True
597,legacyDistColdSubmit,IT,349,195,0,0.0,True
716,legacyDistColdVerify,IT,204,151,0,0.0,True
759,legacyDistColdComplete,IT,162,159,0,0.0,True
451,legacyCustColdView,IT,621,378,0,0.0,True
720,legacyCustColdSubmit,IT,199,118,0,0.0,True
925,legacyCustColdVerify,IT,62,59,0,0.0,True
914,legacyCustColdComplete,IT,70,65,0,0.0,True
1087,legacyMembColdView,IT,14,8,0,0.0,True
1252,legacyMembColdIntent,IT,1,1,0,0.0,True
1213,legacyMembColdSubmit,IT,2,2,0,0.0,True
240,legacyDistInvtView,IT,1742,987,0,0.0,True
519,legacyDistInvtIntent,IT,438,328,0,0.0,True
551,legacyDistInvtSubmit,IT,400,208,0,0.0,True
713,legacyDistInvtVerify,IT,207,185,0,0.0,True
725,legacyDistInvtComplete,IT,194,193,0,0.0,True
567,legacyCustInvtView,IT,378,237,0,0.0,True
909,legacyCustInvtSubmit,IT,72,47,0,0.0,True
1003,legacyCustInvtVerify,IT,32,31,0,0.0,True
991,legacyCustInvtComplete,IT,34,34,0,0.0,True
418,legacyMembInvtView,IT,711,385,0,0.0,True
754,legacyMembInvtIntent,IT,166,140,0,0.0,True
740,legacyMembInvtSubmit,IT,179,109,0,0.0,True
851,legacyMembInvtVerify,IT,99,98,0,0.0,True
857,legacyMembInvtComplete,IT,96,96,0,0.0,True
329,poCustColdView,IT,1061,809,0,0.0,True
445,poCustColdComplete,IT,638,563,0,0.0,True
8,legacyMembColdView,JP,22614,12656,0,0.0,True
44,legacyMembColdIntent,JP,8316,7236,0,0.0,True
62,legacyMembColdSubmit,JP,6445,4373,0,0.0,True
85,legacyMembColdComplete,JP,5182,5123,0,0.0,True
745,legacyDistColdView,LU,175,118,0,0.0,True
980,legacyDistColdIntent,LU,37,26,0,0.0,True
977,legacyDistColdSubmit,LU,38,26,0,0.0,True
1042,legacyDistColdVerify,LU,23,20,0,0.0,True
1041,legacyDistColdComplete,LU,23,22,0,0.0,True
711,legacyCustColdView,LU,207,132,0,0.0,True
863,legacyCustColdSubmit,LU,91,60,0,0.0,True
1079,legacyCustColdVerify,LU,15,13,0,0.0,True
1089,legacyCustColdComplete,LU,13,13,0,0.0,True
1257,legacyMembColdView,LU,1,1,0,0.0,True
595,legacyDistInvtView,LU,353,202,0,0.0,True
832,legacyDistInvtIntent,LU,112,90,0,0.0,True
841,legacyDistInvtSubmit,LU,104,70,0,0.0,True
933,legacyDistInvtVerify,LU,58,57,0,0.0,True
918,legacyDistInvtComplete,LU,66,65,0,0.0,True
854,legacyCustInvtView,LU,97,73,0,0.0,True
1081,legacyCustInvtSubmit,LU,15,11,0,0.0,True
1124,legacyCustInvtVerify,LU,9,9,0,0.0,True
1151,legacyCustInvtComplete,LU,6,6,0,0.0,True
532,legacyMembInvtView,LU,418,235,0,0.0,True
793,legacyMembInvtIntent,LU,142,113,0,0.0,True
824,legacyMembInvtSubmit,LU,122,85,0,0.0,True
876,legacyMembInvtVerify,LU,88,84,0,0.0,True
901,legacyMembInvtComplete,LU,77,75,0,0.0,True
702,poCustColdView,LU,219,165,0,0.0,True
791,poCustColdComplete,LU,143,123,0,0.0,True
11,legacyDistColdView,MX,18758,9730,0,0.0,True
81,legacyDistColdIntent,MX,5380,4029,0,0.0,True
84,legacyDistColdSubmit,MX,5326,3227,0,0.0,True
180,legacyDistColdVerify,MX,2606,2352,0,0.0,True
176,legacyDistColdComplete,MX,2669,2593,0,0.0,True
257,legacyCustColdView,MX,1642,1162,0,0.0,True
535,legacyCustColdSubmit,MX,416,330,0,0.0,True
670,legacyCustColdVerify,MX,246,229,0,0.0,True
661,legacyCustColdComplete,MX,252,249,0,0.0,True
63,legacyMembColdView,MX,6342,3535,0,0.0,True
183,legacyMembColdIntent,MX,2523,1984,0,0.0,True
199,legacyMembColdSubmit,MX,2275,1541,0,0.0,True
265,legacyMembColdVerify,MX,1572,1458,0,0.0,True
256,legacyMembColdComplete,MX,1644,1553,0,0.0,True
151,legacyDistInvtView,MX,3044,1814,0,0.0,True
421,legacyDistInvtIntent,MX,704,567,0,0.0,True
446,legacyDistInvtSubmit,MX,636,364,0,0.0,True
634,legacyDistInvtVerify,MX,285,254,0,0.0,True
637,legacyDistInvtComplete,MX,282,278,0,0.0,True
586,legacyCustInvtView,MX,359,292,0,0.0,True
997,legacyCustInvtSubmit,MX,33,26,0,0.0,True
1054,legacyCustInvtVerify,MX,20,20,0,0.0,True
1040,legacyCustInvtComplete,MX,23,23,0,0.0,True
186,legacyMembInvtView,MX,2459,1607,0,0.0,True
488,legacyMembInvtIntent,MX,513,396,0,0.0,True
508,legacyMembInvtSubmit,MX,462,283,0,0.0,True
679,legacyMembInvtVerify,MX,238,207,0,0.0,True
622,legacyMembInvtComplete,MX,311,264,0,0.0,True
104,poCustColdView,MX,4407,3527,0,0.0,True
191,poCustColdComplete,MX,2373,2184,0,0.0,True
76,simpDistColdView,MX,5776,3996,0,0.0,True
139,simpDistColdIntent,MX,3256,2577,0,0.0,True
132,simpDistColdFindAff,MX,3560,2223,0,0.0,True
177,simpDistColdNextBttn,MX,2656,2164,0,0.0,True
103,simpDistColdFormStart,MX,4454,3540,0,0.0,True
197,simpDistColdComplete,MX,2306,2219,0,0.0,True
205,simpCustColdView,MX,2207,1480,0,0.0,True
503,simpCustColdIntent,MX,477,408,0,0.0,True
572,simpCustColdFindAff,MX,375,257,0,0.0,True
648,simpCustColdNextBttn,MX,268,232,0,0.0,True
362,simpCustColdFormStart,MX,916,827,0,0.0,True
783,simpCustColdContactMe,MX,147,147,0,0.0,True
461,simpCustColdComplete,MX,586,577,0,0.0,True
1181,simpMembColdView,MX,4,3,0,0.0,True
1203,simpMembColdIntent,MX,3,2,0,0.0,True
1202,simpMembColdFindAff,MX,3,2,0,0.0,True
1204,simpMembColdNextBttn,MX,3,2,0,0.0,True
236,simpMembColdFormStart,MX,1770,1440,0,0.0,True
324,simpMembColdComplete,MX,1080,1023,0,0.0,True
83,simpDistInvtLanding,MX,5337,3411,0,0.0,True
152,simpDistInvtAccept,MX,3008,2314,0,0.0,True
1051,simpDistInvtView,MX,21,15,0,0.0,True
1099,simpDistInvtIntent,MX,13,10,0,0.0,True
1148,simpDistInvtSubmit,MX,7,5,0,0.0,True
1179,simpDistInvtComplete,MX,4,4,0,0.0,True
388,simpDistInvtError,MX,825,355,0,0.0,True
298,simpCustInvtLanding,MX,1235,916,0,0.0,True
454,simpCustInvtAccept,MX,613,529,0,0.0,True
1223,simpCustInvtView,MX,2,2,0,0.0,True
1221,simpCustInvtIntent,MX,2,2,0,0.0,True
1268,simpCustInvtSubmit,MX,1,1,0,0.0,True
1267,simpCustInvtComplete,MX,1,1,0,0.0,True
672,simpCustInvtError,MX,245,91,0,0.0,True
75,simpMembInvtLanding,MX,5810,3952,0,0.0,True
144,simpMembInvtAccept,MX,3178,2518,0,0.0,True
536,simpMembInvtError,MX,416,203,0,0.0,True
40,legacyDistColdView,MY,8410,4451,0,0.0,True
115,legacyDistColdIntent,MY,3973,3000,0,0.0,True
114,legacyDistColdSubmit,MY,3985,2664,0,0.0,True
137,legacyDistColdVerify,MY,3278,2656,0,0.0,True
162,legacyDistColdComplete,MY,2843,2551,0,0.0,True
213,legacyDistInvtView,MY,2096,1166,0,0.0,True
548,legacyDistInvtIntent,MY,403,318,0,0.0,True
438,legacyDistInvtSubmit,MY,657,273,0,0.0,True
668,legacyDistInvtVerify,MY,249,201,0,0.0,True
728,legacyDistInvtComplete,MY,192,184,0,0.0,True
217,simpDistColdView,MY,2014,1391,0,0.0,True
282,simpDistColdIntent,MY,1381,1045,0,0.0,True
272,simpDistColdFindAff,MY,1481,968,0,0.0,True
299,simpDistColdNextBttn,MY,1227,942,0,0.0,True
323,simpDistColdFormStart,MY,1093,845,0,0.0,True
393,simpDistColdComplete,MY,814,652,0,0.0,True
649,simpDistInvtError,MY,267,151,0,0.0,True
847,legacyDistColdView,NC,100,58,0,0.0,True
967,legacyDistColdIntent,NC,42,29,0,0.0,True
962,legacyDistColdSubmit,NC,45,32,0,0.0,True
998,legacyDistColdVerify,NC,33,28,0,0.0,True
994,legacyDistColdComplete,NC,34,30,0,0.0,True
1033,legacyCustColdView,NC,24,18,0,0.0,True
1136,legacyCustColdSubmit,NC,7,7,0,0.0,True
1160,legacyCustColdVerify,NC,5,5,0,0.0,True
1159,legacyCustColdComplete,NC,5,5,0,0.0,True
1007,legacyMembColdView,NC,31,11,0,0.0,True
1192,legacyMembColdIntent,NC,3,3,0,0.0,True
1126,legacyMembColdSubmit,NC,9,3,0,0.0,True
1074,legacyDistInvtView,NC,16,4,0,0.0,True
1189,legacyDistInvtIntent,NC,3,2,0,0.0,True
1162,legacyDistInvtSubmit,NC,5,2,0,0.0,True
1248,legacyDistInvtVerify,NC,1,1,0,0.0,True
1207,legacyDistInvtComplete,NC,2,2,0,0.0,True
1186,legacyCustInvtView,NC,3,3,0,0.0,True
1241,legacyCustInvtSubmit,NC,1,1,0,0.0,True
1244,legacyCustInvtVerify,NC,1,1,0,0.0,True
1239,legacyCustInvtComplete,NC,1,1,0,0.0,True
1077,legacyMembInvtView,NC,16,12,0,0.0,True
1078,poCustColdView,NC,16,13,0,0.0,True
1117,poCustColdComplete,NC,10,8,0,0.0,True
368,legacyDistColdView,NL,886,550,0,0.0,True
666,legacyDistColdIntent,NL,250,213,0,0.0,True
651,legacyDistColdSubmit,NL,264,177,0,0.0,True
755,legacyDistColdVerify,NL,165,152,0,0.0,True
758,legacyDistColdComplete,NL,163,161,0,0.0,True
498,legacyCustColdView,NL,486,251,0,0.0,True
708,legacyCustColdSubmit,NL,212,97,0,0.0,True
1014,legacyCustColdVerify,NL,29,29,0,0.0,True
1021,legacyCustColdComplete,NL,27,27,0,0.0,True
1027,legacyMembColdView,NL,26,16,0,0.0,True
315,legacyDistInvtView,NL,1124,600,0,0.0,True
583,legacyDistInvtIntent,NL,361,280,0,0.0,True
575,legacyDistInvtSubmit,NL,373,219,0,0.0,True
707,legacyDistInvtVerify,NL,213,203,0,0.0,True
700,legacyDistInvtComplete,NL,220,214,0,0.0,True
963,legacyCustInvtView,NL,44,28,0,0.0,True
1153,legacyCustInvtSubmit,NL,6,4,0,0.0,True
1171,legacyCustInvtVerify,NL,4,4,0,0.0,True
1184,legacyCustInvtComplete,NL,3,3,0,0.0,True
541,legacyMembInvtView,NL,410,223,0,0.0,True
789,legacyMembInvtIntent,NL,144,112,0,0.0,True
778,legacyMembInvtSubmit,NL,150,81,0,0.0,True
894,legacyMembInvtVerify,NL,81,74,0,0.0,True
897,legacyMembInvtComplete,NL,80,75,0,0.0,True
467,poCustColdView,NL,563,445,0,0.0,True
558,poCustColdComplete,NL,392,353,0,0.0,True
346,legacyDistColdView,NO,980,574,0,0.0,True
641,legacyDistColdIntent,NO,279,223,0,0.0,True
645,legacyDistColdSubmit,NO,272,185,0,0.0,True
743,legacyDistColdVerify,NO,177,163,0,0.0,True
734,legacyDistColdComplete,NO,186,178,0,0.0,True
381,legacyCustColdView,NO,850,531,0,0.0,True
621,legacyCustColdSubmit,NO,311,208,0,0.0,True
881,legacyCustColdVerify,NO,85,85,0,0.0,True
884,legacyCustColdComplete,NO,84,84,0,0.0,True
248,legacyDistInvtView,NO,1691,964,0,0.0,True
496,legacyDistInvtIntent,NO,487,374,0,0.0,True
523,legacyDistInvtSubmit,NO,432,264,0,0.0,True
686,legacyDistInvtVerify,NO,233,229,0,0.0,True
683,legacyDistInvtComplete,NO,234,234,0,0.0,True
587,legacyCustInvtView,NO,358,233,0,0.0,True
892,legacyCustInvtSubmit,NO,81,63,0,0.0,True
926,legacyCustInvtVerify,NO,61,61,0,0.0,True
955,legacyCustInvtComplete,NO,49,49,0,0.0,True
351,legacyMembInvtView,NO,940,522,0,0.0,True
642,legacyMembInvtIntent,NO,275,231,0,0.0,True
662,legacyMembInvtSubmit,NO,252,172,0,0.0,True
751,legacyMembInvtVerify,NO,167,163,0,0.0,True
770,legacyMembInvtComplete,NO,156,153,0,0.0,True
441,poCustColdView,NO,643,467,0,0.0,True
571,poCustColdComplete,NO,375,326,0,0.0,True
220,legacyDistColdView,NZ,1984,999,0,0.0,True
417,legacyDistColdIntent,NZ,711,481,0,0.0,True
379,legacyDistColdSubmit,NZ,855,505,0,0.0,True
533,legacyDistColdVerify,NZ,417,361,0,0.0,True
528,legacyDistColdComplete,NZ,421,380,0,0.0,True
510,legacyCustColdView,NZ,458,301,0,0.0,True
752,legacyCustColdSubmit,NZ,166,111,0,0.0,True
928,legacyCustColdVerify,NZ,60,52,0,0.0,True
939,legacyCustColdComplete,NZ,56,49,0,0.0,True
874,legacyMembColdView,NZ,89,57,0,0.0,True
1037,legacyMembColdIntent,NZ,24,21,0,0.0,True
1038,legacyMembColdSubmit,NZ,24,20,0,0.0,True
1086,legacyMembColdVerify,NZ,14,14,0,0.0,True
1075,legacyMembColdComplete,NZ,16,16,0,0.0,True
326,legacyDistInvtView,NZ,1077,622,0,0.0,True
581,legacyDistInvtIntent,NZ,362,271,0,0.0,True
564,legacyDistInvtSubmit,NZ,383,203,0,0.0,True
756,legacyDistInvtVerify,NZ,164,149,0,0.0,True
760,legacyDistInvtComplete,NZ,162,155,0,0.0,True
852,legacyCustInvtView,NZ,98,69,0,0.0,True
1029,legacyCustInvtSubmit,NZ,25,16,0,0.0,True
1131,legacyCustInvtVerify,NZ,8,8,0,0.0,True
1112,legacyCustInvtComplete,NZ,10,10,0,0.0,True
688,legacyMembInvtView,NZ,232,140,0,0.0,True
919,legacyMembInvtIntent,NZ,66,50,0,0.0,True
883,legacyMembInvtSubmit,NZ,85,44,0,0.0,True
982,legacyMembInvtVerify,NZ,37,33,0,0.0,True
996,legacyMembInvtComplete,NZ,34,32,0,0.0,True
521,poCustColdView,NZ,434,341,0,0.0,True
1028,poCustColdIntent,NZ,26,26,0,0.0,True
650,poCustColdComplete,NZ,265,239,0,0.0,True
439,poCustColdView,PE,657,556,0,0.0,True
601,poCustColdComplete,PE,342,324,0,0.0,True
165,progDistColdView,PE,2793,2033,0,0.0,True
224,progDistColdIntent,PE,1942,1531,0,0.0,True
289,progDistColdComplete,PE,1327,1213,0,0.0,True
470,progCustColdView,PE,560,410,0,0.0,True
750,progCustColdIntent,PE,168,133,0,0.0,True
810,progCustColdComplete,PE,136,134,0,0.0,True
164,progMembInvtView,PE,2822,2301,0,0.0,True
443,progMembInvtComplete,PE,640,625,0,0.0,True
170,progDistInvtView,PE,2734,2072,0,0.0,True
440,progDistInvtComplete,PE,652,622,0,0.0,True
279,progCustInvtView,PE,1405,1339,0,0.0,True
936,progCustInvtComplete,PE,58,57,0,0.0,True
511,legacyDistColdView,PF,455,237,0,0.0,True
712,legacyDistColdIntent,PF,207,143,0,0.0,True
710,legacyDistColdSubmit,PF,208,131,0,0.0,True
794,legacyDistColdVerify,PF,141,113,0,0.0,True
785,legacyDistColdComplete,PF,145,118,0,0.0,True
882,legacyCustColdView,PF,85,60,0,0.0,True
1032,legacyCustColdSubmit,PF,24,19,0,0.0,True
1121,legacyCustColdVerify,PF,9,9,0,0.0,True
1119,legacyCustColdComplete,PF,9,9,0,0.0,True
837,legacyMembColdView,PF,110,64,0,0.0,True
1106,legacyMembColdIntent,PF,11,9,0,0.0,True
1066,legacyMembColdSubmit,PF,18,9,0,0.0,True
1175,legacyMembColdVerify,PF,4,4,0,0.0,True
1173,legacyMembColdComplete,PF,4,4,0,0.0,True
1006,legacyDistInvtView,PF,31,21,0,0.0,True
1139,legacyDistInvtIntent,PF,7,6,0,0.0,True
1155,legacyDistInvtSubmit,PF,6,3,0,0.0,True
1191,legacyDistInvtVerify,PF,3,2,0,0.0,True
1187,legacyDistInvtComplete,PF,3,2,0,0.0,True
1125,legacyCustInvtView,PF,9,7,0,0.0,True
1242,legacyCustInvtSubmit,PF,1,1,0,0.0,True
1059,legacyMembInvtView,PF,20,14,0,0.0,True
1088,legacyMembInvtIntent,PF,14,10,0,0.0,True
1143,legacyMembInvtSubmit,PF,7,7,0,0.0,True
1157,legacyMembInvtVerify,PF,6,6,0,0.0,True
1142,legacyMembInvtComplete,PF,7,7,0,0.0,True
1218,poCustColdView,PF,2,2,0,0.0,True
1259,poCustColdComplete,PF,1,1,0,0.0,True
1262,progDistColdComplete,PF,1,1,0,0.0,True
23,legacyDistColdView,PH,13322,6910,0,0.0,True
105,legacyDistColdIntent,PH,4358,3374,0,0.0,True
91,legacyDistColdSubmit,PH,4960,2824,0,0.0,True
148,legacyDistColdVerify,PH,3083,2362,0,0.0,True
187,legacyDistColdComplete,PH,2407,2233,0,0.0,True
57,legacyDistInvtView,PH,6806,3604,0,0.0,True
255,legacyDistInvtIntent,PH,1646,1286,0,0.0,True
223,legacyDistInvtSubmit,PH,1944,958,0,0.0,True
352,legacyDistInvtVerify,PH,939,699,0,0.0,True
431,legacyDistInvtComplete,PH,664,634,0,0.0,True
1258,legacyMembInvtView,PH,1,0,0,0.0,True
24,simpDistColdView,PH,13235,7980,0,0.0,True
34,simpDistColdIntent,PH,9535,6528,0,0.0,True
30,simpDistColdFindAff,PH,10590,6250,0,0.0,True
37,simpDistColdNextBttn,PH,9233,6150,0,0.0,True
39,simpDistColdFormStart,PH,8737,5903,0,0.0,True
73,simpDistColdComplete,PH,5852,4432,0,0.0,True
853,simpDistInvtLanding,PH,98,60,0,0.0,True
902,simpDistInvtAccept,PH,77,48,0,0.0,True
1118,simpDistInvtView,PH,10,7,0,0.0,True
1199,simpDistInvtIntent,PH,3,2,0,0.0,True
1278,simpDistInvtSubmit,PH,1,1,0,0.0,True
126,simpDistInvtError,PH,3736,1305,0,0.0,True
107,legacyDistColdView,PL,4329,2544,0,0.0,True
327,legacyDistColdIntent,PL,1070,838,0,0.0,True
333,legacyDistColdSubmit,PL,1041,647,0,0.0,True
484,legacyDistColdVerify,PL,522,454,0,0.0,True
525,legacyDistColdComplete,PL,430,429,0,0.0,True
270,legacyCustColdView,PL,1495,953,0,0.0,True
542,legacyCustColdSubmit,PL,409,288,0,0.0,True
774,legacyCustColdVerify,PL,152,151,0,0.0,True
790,legacyCustColdComplete,PL,143,143,0,0.0,True
978,legacyMembColdView,PL,38,32,0,0.0,True
1174,legacyMembColdIntent,PL,4,3,0,0.0,True
1214,legacyMembColdSubmit,PL,2,2,0,0.0,True
1215,legacyMembColdVerify,PL,2,2,0,0.0,True
1209,legacyMembColdComplete,PL,2,2,0,0.0,True
21,legacyDistInvtView,PL,13688,7659,0,0.0,True
118,legacyDistInvtIntent,PL,3874,2970,0,0.0,True
129,legacyDistInvtSubmit,PL,3640,2028,0,0.0,True
231,legacyDistInvtVerify,PL,1826,1694,0,0.0,True
247,legacyDistInvtComplete,PL,1692,1690,0,0.0,True
538,legacyCustInvtView,PL,415,278,0,0.0,True
839,legacyCustInvtSubmit,PL,107,66,0,0.0,True
948,legacyCustInvtVerify,PL,53,53,0,0.0,True
956,legacyCustInvtComplete,PL,49,49,0,0.0,True
82,legacyMembInvtView,PL,5362,3027,0,0.0,True
235,legacyMembInvtIntent,PL,1770,1452,0,0.0,True
233,legacyMembInvtSubmit,PL,1797,1155,0,0.0,True
328,legacyMembInvtVerify,PL,1061,1015,0,0.0,True
331,legacyMembInvtComplete,PL,1049,1018,0,0.0,True
79,poCustColdView,PL,5444,4271,0,0.0,True
119,poCustColdComplete,PL,3846,3458,0,0.0,True
207,legacyDistColdView,PT,2189,1364,0,0.0,True
356,legacyDistColdIntent,PT,933,754,0,0.0,True
369,legacyDistColdSubmit,PT,881,636,0,0.0,True
422,legacyDistColdVerify,PT,699,617,0,0.0,True
426,legacyDistColdComplete,PT,675,635,0,0.0,True
485,legacyCustColdView,PT,519,346,0,0.0,True
726,legacyCustColdSubmit,PT,193,132,0,0.0,True
1000,legacyCustColdVerify,PT,32,31,0,0.0,True
1009,legacyCustColdComplete,PT,30,29,0,0.0,True
1217,legacyMembColdView,PT,2,2,0,0.0,True
1212,legacyMembColdIntent,PT,2,1,0,0.0,True
1256,legacyMembColdVerify,PT,1,1,0,0.0,True
1250,legacyMembColdComplete,PT,1,1,0,0.0,True
